2 1424 1188
3 2024 1590
4 2955 2031
5 3450 2296
6 3611 2615
7 4622 2785
8 5469 3015
9 5887 3436
10 6467 3742
11 6442 4047
12 7044 4317
13 8578 4656
14 8561 4921
15 9442 5235
16 8556 5489
