2 3378 820
3 2968 2226
4 3628 2129
5 4999 2885
6 9815 3885
7 6059 4564
8 7059 5128
9 6618 6059
10 7220 7852
11 7908 8609
12 9013 5550
13 10965 6047
14 11505 6635
15 12125 7093
16 13164 8910
