2 2880 1661
3 3984 2003
4 5498 2610
5 6166 2949
6 7819 3448
7 6751 2836
8 7814 3829
9 7402 3670
10 8200 3911
11 7493 3702
12 8160 3876
13 7496 3669
14 7987 3829
15 7625 3645
16 7864 3777
2 794 306
3 1179 455
4 1019 778
5 1142 490
6 1327 557
7 1462 675
8 1129 609
9 954 495
10 855 464
11 890 445
12 957 492
13 1005 487
14 1073 516
15 1099 711
16 1125 719
2 879 308
3 1340 461
4 1788 612
5 1192 503
6 1332 587
7 1543 683
8 1738 771
9 1347 633
10 1245 597
11 1242 618
12 970 525
13 997 510
14 1068 527
15 1096 558
16 1128 551
2 564 349
3 773 548
4 635 375
5 756 373
6 906 445
7 694 512
8 622 487
9 864 434
10 899 373
11 1140 369
12 1190 379
13 1221 373
14 1252 450
15 1231 457
16 1207 441
2 660 226
3 811 354
4 846 293
5 763 355
6 892 439
7 683 502
8 627 443
9 878 351
10 872 365
11 881 361
12 932 363
13 927 416
14 883 440
15 786 416
16 783 443
2 776 228
3 1181 362
4 1536 479
5 797 393
6 907 448
7 986 522
8 747 578
9 878 490
10 914 456
11 933 386
12 937 405
13 903 402
14 826 422
15 922 480
16 891 544
2 741 276
3 891 371
4 1561 392
5 1034 296
6 1204 348
7 1373 416
8 1109 341
9 1076 412
10 1162 424
11 1220 456
12 1223 486
13 1013 467
14 1058 395
15 1110 395
16 1078 395
2 505 341
3 886 398
4 637 331
5 765 386
6 924 451
7 1326 443
8 830 358
9 1047 351
10 1119 372
11 1128 391
12 1173 479
13 1233 487
14 1231 466
15 1237 445
16 1235 458
2 576 341
3 819 452
4 623 313
5 695 375
6 911 447
7 661 488
8 606 399
9 812 368
10 1002 366
11 1144 329
12 1188 224
13 1187 226
14 1113 237
15 1078 262
16 1196 310
2 500 124
3 843 245
4 678 218
5 761 238
6 909 321
7 662 395
8 518 357
9 708 360
10 643 406
11 723 467
12 738 457
13 749 481
14 772 430
15 786 456
16 532 325
2 647 301
3 661 424
4 830 316
5 1013 300
6 1164 358
7 1186 395
8 787 283
9 950 222
10 1080 217
11 1126 283
12 1180 302
13 970 309
14 957 330
15 920 365
16 903 393
2 630 273
3 648 413
4 874 278
5 1024 301
6 991 356
7 766 280
8 624 216
9 1034 220
10 926 299
11 921 303
12 930 308
13 810 301
14 799 314
15 896 316
16 961 307
2 500 134
3 733 233
4 722 266
5 756 237
6 913 340
7 815 344
8 564 310
9 668 335
10 665 374
11 709 449
12 736 468
13 714 461
14 770 474
15 495 380
16 473 383
2 547 247
3 754 376
4 651 316
5 755 378
6 798 373
7 668 338
8 677 327
9 821 357
10 752 420
11 708 461
12 718 442
13 628 489
14 606 438
15 652 384
16 752 351
2 473 267
3 698 379
4 737 362
5 760 319
6 779 359
7 586 410
8 530 328
9 661 410
10 702 453
11 724 483
12 722 498
13 776 490
14 763 490
15 891 402
16 950 388
2 639 218
3 732 365
4 678 337
5 768 377
6 909 448
7 801 504
8 623 342
9 802 366
10 844 368
11 900 381
12 813 462
13 746 493
14 739 478
15 806 453
16 774 459
2 595 304
3 842 449
4 713 274
5 609 302
6 673 359
7 632 412
8 565 246
9 732 233
10 692 227
11 687 296
12 737 309
13 867 309
14 851 353
15 834 371
16 843 375
