49 271 520
3996 955 752
8562 1408 907
11246 733 6
24382 1598 634
56934 1689 475
76367 1473 575
102252 1471 992
294276 1523 1249
428650 1561 324
430740 1624 1398
484256 1767 1614
492564 1219 824
574458 954 649
711558 570 361
766396 1211 0
1015156 1401 831
1234877 527 356
1273389 904 134
2624331 898 260
3083796 537 264
4007383 1388 991
8185136 1608 764
8580313 739 296
17550675 1603 1290
27689972 1668 1358
28704672 1820 1313
127206144 1651 1156
