2 2914 790
3 2808 1107
4 3107 1477
5 2946 1822
6 3230 2272
7 3618 3400
8 3328 3980
9 3541 4448
10 4237 4686
11 4531 5029
12 4689 5103
13 4760 5178
14 4360 5455
15 4964 5347
16 16 17
