2 686 1746
3 825 1649
4 870 3383
5 797 4230
6 814 5083
7 3619 5768
8 4599 4793
9 5060 5392
10 5660 5363
11 6071 5903
12 6680 5968
13 7278 4897
14 7700 5805
15 8300 5327
16 8591 1884
