2 771 740
3 3397 1174
4 4217 1469
5 3352 1414
6 4084 1497
7 4720 1675
8 5102 1897
9 3293 1533
10 2331 1261
11 1900 1067
12 1794 1023
13 1603 958
14 1594 865
15 1737 783
16 1514 842
2 657 491
3 2546 833
4 2476 981
5 2423 1225
6 3023 1134
7 3520 1278
8 3671 1370
9 2503 1140
10 2162 804
11 1436 688
12 1224 595
13 1201 756
14 978 527
15 1150 571
16 1283 584
2 1303 1708
3 3562 1676
4 3075 2124
5 3819 2508
6 4647 2770
7 4165 2664
8 757 225
9 2191 1887
10 2091 1850
11 2149 1532
12 1619 1286
13 1413 1292
14 1687 1108
15 1553 1187
16 1608 1310
2 1312 1604
3 3403 2273
4 3114 2259
5 3776 2450
6 4292 2544
7 4327 2136
8 833 3051
9 2760 1851
10 2434 1679
11 2099 1576
12 2058 1349
13 1934 1416
14 1430 1264
15 1291 1375
16 1406 1322
2 1337 1817
3 3276 2245
4 3115 2189
5 3775 2575
6 4644 2815
7 4320 1938
8 5205 2688
9 2760 1825
10 2540 1749
11 2140 1534
12 1773 1177
13 1742 1437
14 1617 1368
15 1261 1386
16 1653 1336
2 1342 1477
3 3753 2050
4 3121 2524
5 3864 2523
6 4529 2266
7 5387 2387
8 2826 807
9 2132 1949
10 2361 1659
11 1813 1515
12 1966 1527
13 1868 1312
14 1701 1318
15 1773 1304
16 1731 1303
2 1343 1739
3 3922 2569
4 3107 2217
5 3853 2501
6 4512 2821
7 4954 3062
8 1821 2877
9 3528 2257
10 2907 2109
11 1883 1642
12 1878 1521
13 1490 1325
14 1565 1212
15 1830 1281
16 1808 1376
2 1386 1797
3 3853 2217
4 4889 2756
5 3825 2510
6 4617 2858
7 5381 3105
8 5751 3102
9 3158 2364
10 2347 2064
11 1896 1697
12 1989 1420
13 1705 1269
14 1730 1282
15 1526 1271
16 1940 1158
2 950 1591
3 3619 2569
4 4702 2257
5 3653 2510
6 4237 2834
7 5237 2968
8 5739 1515
9 3141 2371
10 2380 2109
11 1358 1712
12 1576 1278
13 1878 1603
14 1558 1318
15 1324 1226
16 1155 1256
2 1355 1422
3 3670 2750
4 5114 2439
5 3878 2736
6 4432 2938
7 5332 2935
8 5955 3086
9 1873 2459
10 2324 2071
11 1878 1760
12 1622 1372
13 1257 1281
14 1382 1284
15 1433 1089
16 1229 1227
2 1312 1899
3 3654 1720
4 3150 2207
5 3905 2555
6 4630 2094
7 4527 1752
8 376 505
9 2277 1818
10 2350 1673
11 2090 1550
12 2001 1489
13 1863 1352
14 1640 1336
15 1776 1387
16 1631 1246
2 1374 1706
3 3477 1704
4 3097 2180
5 3898 2452
6 4022 2787
7 4616 2423
8 4388 354
9 2432 1854
10 2363 1621
11 2095 1553
12 1941 1508
13 1959 1447
14 1708 1526
15 1362 1261
16 1715 1236
2 1346 1725
3 3434 2241
4 3147 2215
5 3658 2557
6 4561 2525
7 4611 2408
8 812 893
9 2797 1964
10 2474 1503
11 2076 1449
12 1883 1191
13 1869 1370
14 1803 1257
15 1860 1187
16 1520 1274
