2 443 1367
3 502 1274
4 528 2440
5 572 3371
6 1081 4021
7 2522 4664
8 2701 2327
9 3101 2607
10 3710 2875
11 3831 4223
12 3898 3438
13 4035 3746
14 4639 3980
15 4767 4275
16 5136 2407
